TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
2083.874,835.7,-163.541,598.288,-1443.75,-4567.5,656.25,-150.48,-240.16,-267.52
2083.9239,836.737,-165.493,594.567,-1417.5,-4935.0,385.0,-161.12,-235.6,-247.76
2083.9739,838.079,-166.408,596.458,-1601.25,-4515.0,393.75,-156.56,-262.96,-273.6
2084.0239,836.615,-165.127,595.787,-1426.25,-4856.25,717.5,-148.96,-261.44,-266.0
2084.0739,837.103,-163.724,596.519,-1583.75,-4340.0,656.25,-148.96,-266.0,-269.04
2084.1239,837.164,-165.127,594.628,-1505.0,-4847.5,638.75,-150.48,-243.2,-253.84
2084.1739,839.482,-166.103,595.299,-1548.75,-4637.5,385.0,-148.96,-267.52,-266.0
2084.2239,833.992,-164.151,597.861,-1522.5,-4576.25,472.5,-155.04,-264.48,-270.56
2084.2739,837.408,-166.042,596.153,-1592.5,-4488.75,647.5,-165.68,-258.4,-255.36
2084.3239,835.334,-164.883,598.471,-1470.0,-4716.25,656.25,-147.44,-249.28,-264.48
2084.3739,836.859,-163.846,594.933,-1461.25,-4515.0,656.25,-153.52,-256.88,-252.32
2084.4239,836.31,-164.639,598.898,-1645.0,-4427.5,533.75,-138.32,-259.92,-288.8
2084.474,836.737,-164.944,596.397,-1610.0,-4541.25,603.75,-170.24,-270.56,-270.56
2084.5239,837.469,-163.968,595.787,-1347.5,-4987.5,682.5,-158.08,-262.96,-269.04
2084.5739,834.663,-166.042,595.543,-1540.0,-4970.0,577.5,-144.4,-259.92,-272.08
2084.6239,837.042,-165.249,599.447,-1478.75,-4698.75,393.75,-127.68,-247.76,-272.08
2084.6739,836.92,-165.371,594.201,-1400.0,-4602.5,577.5,-156.56,-253.84,-281.2
2084.7239,834.968,-164.517,596.641,-1478.75,-4812.5,691.25,-142.88,-256.88,-262.96
2084.7739,835.395,-166.774,596.519,-1653.75,-4690.0,892.5,-167.2,-255.36,-259.92
2084.8239,834.297,-164.761,596.275,-1505.0,-4532.5,402.5,-162.64,-246.24,-270.56
2084.8739,836.066,-164.822,595.604,-1601.25,-4812.5,490.0,-144.4,-252.32,-270.56
2084.9239,836.371,-164.7,595.909,-1662.5,-4436.25,306.25,-139.84,-249.28,-267.52
2084.9739,836.371,-164.029,597.312,-1443.75,-4611.25,647.5,-150.48,-255.36,-272.08
2085.0239,835.273,-166.713,598.227,-1417.5,-4777.5,805.0,-145.92,-256.88,-256.88
2085.0739,835.151,-164.761,594.506,-1478.75,-4637.5,393.75,-159.6,-252.32,-249.28
2085.1239,835.09,-163.724,598.593,-1575.0,-4690.0,358.75,-139.84,-253.84,-262.96
2085.1739,837.225,-164.578,597.983,-1505.0,-4725.0,358.75,-148.96,-250.8,-273.6
2085.224,835.273,-165.188,596.519,-1522.5,-4891.25,822.5,-158.08,-262.96,-261.44
2085.2739,837.713,-165.92,594.262,-1513.75,-4707.5,752.5,-145.92,-252.32,-262.96
2085.3239,835.761,-166.286,596.702,-1548.75,-4611.25,385.0,-139.84,-259.92,-276.64
2085.3739,838.689,-164.395,595.177,-1671.25,-4620.0,402.5,-147.44,-259.92,-255.36
2085.4239,838.384,-165.737,596.519,-1382.5,-4742.5,472.5,-153.52,-258.4,-269.04
2085.4739,838.75,-163.236,597.251,-1330.0,-4856.25,682.5,-159.6,-256.88,-267.52
2085.5239,835.944,-164.761,592.432,-1505.0,-4698.75,743.75,-159.6,-255.36,-264.48
2085.5739,833.809,-164.578,596.153,-1470.0,-4698.75,560.0,-158.08,-255.36,-259.92
2085.6239,834.602,-166.652,594.262,-1548.75,-4515.0,376.25,-147.44,-250.8,-264.48
2085.6739,837.591,-163.358,595.665,-1636.25,-4663.75,630.0,-155.04,-246.24,-278.16
2085.7239,838.811,-169.397,595.787,-1715.0,-4576.25,910.0,-167.2,-262.96,-259.92
2085.7739,834.48,-161.833,596.092,-1461.25,-4611.25,428.75,-161.12,-250.8,-276.64
2085.8239,835.517,-166.408,594.994,-1505.0,-4812.5,428.75,-139.84,-267.52,-264.48
2085.8739,835.7,-163.48,593.652,-1452.5,-4803.75,481.25,-138.32,-255.36,-266.0
2085.9239,836.92,-165.798,591.883,-1680.0,-4803.75,813.75,-145.92,-250.8,-267.52
2085.9739,836.859,-166.469,595.299,-1548.75,-4515.0,516.25,-144.4,-266.0,-278.16
2086.0239,833.138,-164.395,599.203,-1645.0,-4655.0,472.5,-165.68,-262.96,-262.96
2086.0739,834.48,-164.029,598.654,-1478.75,-4856.25,411.25,-145.92,-258.4,-266.0
2086.1239,837.286,-165.432,595.909,-1505.0,-4628.75,638.75,-152.0,-247.76,-275.12
2086.1739,835.944,-164.334,596.031,-1435.0,-4427.5,778.75,-147.44,-252.32,-270.56
2086.2239,835.822,-162.138,598.41,-1496.25,-4576.25,446.25,-141.36,-262.96,-275.12
2086.2739,834.785,-168.421,597.068,-1837.5,-4681.25,446.25,-153.52,-259.92,-255.36
2086.3239,837.957,-163.785,596.946,-1268.75,-4690.0,262.5,-148.96,-246.24,-266.0
2086.3739,838.262,-162.565,596.336,-1435.0,-4751.25,656.25,-153.52,-259.92,-267.52
2086.4239,836.371,-169.031,594.933,-1671.25,-4515.0,980.0,-156.56,-262.96,-266.0
2086.4739,835.456,-164.09,595.177,-1225.0,-4935.0,507.5,-141.36,-250.8,-258.4
2086.5239,837.835,-161.101,597.373,-1548.75,-4768.75,253.75,-150.48,-253.84,-259.92
2086.5739,833.931,-164.151,597.19,-1732.5,-4348.75,420.0,-155.04,-249.28,-270.56
2086.6239,836.249,-163.785,593.774,-1688.75,-4690.0,866.25,-142.88,-247.76,-266.0
2086.6739,833.687,-164.883,598.105,-1373.75,-4690.0,603.75,-142.88,-252.32,-273.6
2086.7239,833.809,-162.321,595.787,-1443.75,-4987.5,656.25,-161.12,-259.92,-266.0
2086.7739,837.042,-166.103,594.933,-1627.5,-4856.25,358.75,-148.96,-269.04,-270.56
2086.8239,838.506,-164.822,594.567,-1400.0,-4506.25,455.0,-156.56,-259.92,-270.56
2086.8739,834.785,-163.297,596.031,-1566.25,-4628.75,813.75,-152.0,-258.4,-262.96
2086.9239,833.565,-164.334,596.58,-1601.25,-4655.0,761.25,-158.08,-256.88,-262.96
2086.9739,835.761,-165.493,592.493,-1443.75,-5040.0,525.0,-152.0,-270.56,-272.08
2087.0239,835.822,-161.894,594.628,-1478.75,-4725.0,280.0,-155.04,-281.2,-262.96
2087.0739,838.201,-164.578,593.286,-1566.25,-4716.25,560.0,-161.12,-253.84,-275.12
2087.1239,836.31,-165.371,597.495,-1566.25,-4471.25,717.5,-147.44,-261.44,-273.6
2087.1739,834.419,-164.578,599.264,-1505.0,-4628.75,638.75,-144.4,-259.92,-253.84
2087.2239,837.225,-165.249,597.19,-1470.0,-4602.5,411.25,-153.52,-250.8,-262.96
2087.2739,839.543,-163.907,593.774,-1592.5,-4445.0,446.25,-159.6,-259.92,-266.0
2087.3239,833.931,-162.931,596.092,-1540.0,-4515.0,630.0,-139.84,-250.8,-281.2
2087.3739,834.724,-165.066,594.14,-1575.0,-5048.75,770.0,-162.64,-246.24,-261.44
2087.4239,839.238,-165.005,594.201,-1575.0,-4593.75,472.5,-145.92,-256.88,-266.0
2087.4739,837.286,-165.615,596.153,-1505.0,-4637.5,446.25,-153.52,-262.96,-258.4
2087.5239,839.909,-163.846,596.336,-1356.25,-4908.75,420.0,-155.04,-246.24,-258.4
2087.5739,834.785,-164.883,596.397,-1758.75,-4322.5,813.75,-145.92,-240.16,-266.0
2087.6239,836.005,-166.53,596.885,-1408.75,-4865.0,595.0,-145.92,-262.96,-261.44
2087.6739,835.883,-161.589,597.678,-1513.75,-4628.75,420.0,-158.08,-258.4,-261.44
2087.7239,836.92,-164.883,592.554,-1540.0,-4602.5,437.5,-152.0,-238.64,-264.48
2087.7739,835.822,-164.517,596.214,-1557.5,-4786.25,455.0,-168.72,-276.64,-267.52
2087.824,835.578,-166.164,595.055,-1295.0,-4847.5,621.25,-148.96,-250.8,-275.12
2087.8739,835.029,-163.663,599.386,-1627.5,-4620.0,848.75,-136.8,-255.36,-266.0
2087.9239,837.713,-165.554,594.14,-1548.75,-4707.5,446.25,-133.76,-256.88,-273.6
2087.9739,836.798,-163.358,596.58,-1540.0,-4418.75,411.25,-161.12,-250.8,-273.6
2088.0239,835.944,-165.554,596.458,-1522.5,-4550.0,306.25,-176.32,-259.92,-273.6
2088.0739,837.042,-163.358,596.824,-1513.75,-4392.5,761.25,-152.0,-237.12,-267.52
2088.1239,836.981,-164.395,597.007,-1347.5,-4961.25,682.5,-162.64,-264.48,-266.0
2088.1739,836.981,-164.151,595.97,-1470.0,-4873.75,332.5,-147.44,-250.8,-267.52
2088.2239,836.066,-162.809,595.604,-1417.5,-4628.75,358.75,-144.4,-246.24,-262.96
2088.2739,836.188,-164.944,593.957,-1618.75,-4445.0,533.75,-164.16,-259.92,-253.84
2088.3239,836.127,-165.859,594.506,-1417.5,-4567.5,673.75,-150.48,-253.84,-261.44
2088.3739,834.419,-164.517,598.593,-1671.25,-4418.75,726.25,-153.52,-243.2,-270.56
2088.4239,834.907,-163.663,593.53,-1522.5,-4760.0,420.0,-158.08,-255.36,-273.6
2088.4739,836.127,-164.761,594.323,-1522.5,-4646.25,507.5,-155.04,-259.92,-266.0
2088.5239,835.395,-163.907,595.055,-1522.5,-4690.0,647.5,-158.08,-249.28,-273.6
2088.5739,836.31,-165.737,596.763,-1645.0,-4961.25,708.75,-155.04,-258.4,-261.44
2088.6239,836.859,-164.212,597.8,-1645.0,-4558.75,498.75,-150.48,-247.76,-256.88
2088.6739,835.944,-164.639,597.495,-1487.5,-4558.75,367.5,-138.32,-256.88,-275.12
2088.7239,836.127,-162.87,596.519,-1557.5,-4445.0,577.5,-145.92,-273.6,-262.96
2088.7739,833.26,-164.883,596.275,-1487.5,-4803.75,761.25,-168.72,-243.2,-256.88
2088.8239,835.822,-163.297,594.14,-1636.25,-4663.75,516.25,-147.44,-250.8,-278.16
2088.8739,835.151,-164.578,597.739,-1522.5,-4830.0,481.25,-135.28,-267.52,-253.84
2088.9239,836.554,-164.822,596.092,-1540.0,-4768.75,358.75,-161.12,-253.84,-253.84
2088.9739,837.225,-164.7,595.787,-1513.75,-4812.5,656.25,-155.04,-247.76,-262.96
2089.0239,836.554,-164.578,596.519,-1557.5,-4690.0,813.75,-144.4,-258.4,-258.4
2089.0739,834.846,-165.859,596.519,-1557.5,-4515.0,463.75,-138.32,-258.4,-266.0
2089.1239,836.676,-163.297,598.471,-1478.75,-4488.75,376.25,-139.84,-256.88,-262.96
2089.174,835.761,-163.48,596.702,-1426.25,-4900.0,341.25,-161.12,-244.72,-259.92
2089.2239,836.31,-164.395,596.885,-1487.5,-4681.25,726.25,-150.48,-253.84,-262.96
2089.2739,834.907,-162.26,596.031,-1356.25,-4838.75,743.75,-147.44,-234.08,-287.28
2089.3239,835.7,-166.286,596.58,-1540.0,-4637.5,813.75,-138.32,-258.4,-269.04
2089.3739,836.31,-166.408,594.628,-1662.5,-4576.25,411.25,-147.44,-253.84,-256.88
2089.4239,837.774,-164.7,597.068,-1478.75,-4348.75,358.75,-152.0,-267.52,-264.48
2089.4739,835.212,-164.029,596.336,-1540.0,-4541.25,822.5,-161.12,-250.8,-272.08
2089.5239,835.151,-164.151,596.397,-1575.0,-4900.0,805.0,-142.88,-266.0,-264.48
2089.5739,836.676,-165.676,594.933,-1347.5,-4865.0,735.0,-167.2,-259.92,-266.0
2089.6239,837.042,-165.493,595.543,-1487.5,-4672.5,350.0,-132.24,-259.92,-273.6
2089.6739,836.005,-165.798,595.482,-1653.75,-4558.75,411.25,-162.64,-253.84,-256.88
2089.7239,837.408,-167.201,596.702,-1408.75,-4812.5,848.75,-152.0,-250.8,-284.24
2089.7739,837.286,-160.796,596.458,-1583.75,-4462.5,647.5,-164.16,-273.6,-270.56
2089.8239,835.09,-166.225,595.97,-1601.25,-4672.5,612.5,-138.32,-253.84,-267.52
2089.8739,836.188,-166.408,596.519,-1645.0,-4488.75,297.5,-142.88,-249.28,-267.52
2089.9239,836.188,-165.371,595.848,-1452.5,-4585.0,472.5,-148.96,-255.36,-259.92
2089.9739,833.382,-164.761,595.299,-1408.75,-4646.25,743.75,-159.6,-255.36,-279.68
2090.0239,835.7,-167.018,596.702,-1566.25,-4882.5,630.0,-158.08,-261.44,-261.44
2090.0739,836.554,-164.7,595.482,-1513.75,-4655.0,498.75,-144.4,-252.32,-276.64
2090.1239,836.127,-163.48,596.214,-1557.5,-4672.5,455.0,-138.32,-252.32,-269.04
2090.1739,834.297,-165.432,598.227,-1627.5,-4690.0,761.25,-145.92,-250.8,-261.44
2090.2239,834.114,-164.944,595.36,-1330.0,-5083.75,831.25,-150.48,-250.8,-259.92
2090.2739,835.212,-166.347,595.116,-1478.75,-4777.5,437.5,-161.12,-256.88,-270.56
2090.3239,836.798,-166.042,596.397,-1408.75,-4655.0,288.75,-165.68,-249.28,-258.4
2090.3739,833.443,-164.395,596.641,-1338.75,-4786.25,525.0,-145.92,-256.88,-267.52
2090.4239,837.225,-165.005,596.031,-1636.25,-4803.75,831.25,-162.64,-261.44,-262.96
2090.4739,834.114,-163.968,595.299,-1426.25,-4725.0,787.5,-155.04,-258.4,-275.12
2090.524,835.578,-165.798,595.726,-1680.0,-4593.75,350.0,-135.28,-262.96,-258.4
2090.5739,838.201,-165.371,594.689,-1505.0,-4777.5,315.0,-159.6,-240.16,-275.12
2090.6239,838.628,-164.273,598.349,-1680.0,-4383.75,428.75,-148.96,-249.28,-276.64
2090.6739,835.944,-163.114,596.824,-1540.0,-4532.5,822.5,-162.64,-250.8,-264.48
2090.7239,835.334,-164.883,597.983,-1522.5,-4646.25,743.75,-156.56,-261.44,-266.0
2090.7739,835.578,-164.151,596.275,-1496.25,-4882.5,428.75,-156.56,-255.36,-255.36
2090.8239,837.469,-165.127,597.922,-1881.25,-4191.25,420.0,-148.96,-255.36,-261.44
2090.8739,834.968,-163.541,597.129,-1391.25,-4961.25,253.75,-155.04,-249.28,-252.32
2090.9239,833.992,-163.846,595.238,-1426.25,-4952.5,787.5,-161.12,-264.48,-262.96
2090.9739,836.188,-164.029,595.482,-1496.25,-4628.75,726.25,-152.0,-259.92,-261.44
2091.0239,837.774,-164.151,597.007,-1575.0,-4690.0,297.5,-142.88,-249.28,-258.4
2091.0739,835.029,-165.005,596.763,-1601.25,-4786.25,542.5,-136.8,-255.36,-272.08
2091.1239,836.493,-164.7,594.811,-1618.75,-4637.5,638.75,-142.88,-246.24,-253.84
2091.1739,835.456,-164.639,596.885,-1627.5,-4681.25,743.75,-159.6,-255.36,-264.48
2091.2239,836.493,-163.663,594.384,-1435.0,-4795.0,560.0,-148.96,-258.4,-253.84
2091.2739,833.748,-167.445,598.959,-1461.25,-4532.5,463.75,-144.4,-249.28,-276.64
2091.3239,836.981,-165.31,596.214,-1540.0,-4777.5,446.25,-136.8,-247.76,-273.6
2091.3739,836.737,-163.968,594.445,-1557.5,-4558.75,595.0,-152.0,-247.76,-258.4
2091.4239,838.506,-165.188,598.654,-1452.5,-4795.0,647.5,-156.56,-255.36,-256.88
2091.4739,834.419,-165.432,594.689,-1627.5,-4593.75,507.5,-156.56,-256.88,-278.16
2091.5239,834.846,-165.981,596.458,-1443.75,-4672.5,446.25,-148.96,-250.8,-273.6
2091.5739,834.968,-164.029,595.116,-1592.5,-4497.5,647.5,-145.92,-261.44,-264.48
2091.6239,836.432,-163.663,595.238,-1400.0,-4847.5,761.25,-133.76,-258.4,-261.44
