TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
4185.0954,335.744,-198.677,954.345,-4383.75,-7271.25,-2178.75,-114.0,13.68,-243.2
4185.1454,350.933,-200.141,945.744,-3185.0,-6781.25,-2458.75,-110.96,18.24,-256.88
4185.1954,357.643,-197.701,940.315,-385.0,-3797.5,-560.0,-118.56,4.56,-241.68
4185.2454,340.807,-171.227,954.65,-726.25,-2065.0,1085.0,-114.0,1.52,-252.32
4185.2954,342.698,-178.73,947.452,-2170.0,70.0,3141.25,-107.92,13.68,-250.8
4185.3454,318.359,-177.083,964.227,-656.25,-3141.25,5031.25,-97.28,12.16,-261.44
4185.3954,327.509,-187.148,956.724,-2922.5,-5118.75,5127.5,-100.32,13.68,-249.28
4185.4454,336.476,-174.887,953.613,-1286.25,-3736.25,2493.75,-121.6,9.12,-258.4
4185.4954,346.236,-194.163,953.552,-3237.5,-7770.0,1023.75,-86.64,15.2,-253.84
4185.5454,369.843,-214.842,947.391,-1128.75,-980.0,2012.5,-110.96,-13.68,-249.28
4185.5954,296.765,-211.792,959.408,-586.25,-4156.25,4331.25,-97.28,13.68,-247.76
4185.6454,326.716,-220.515,956.968,595.0,-4908.75,3386.25,-88.16,13.68,-261.44
4185.6954,330.132,-199.287,956.175,-332.5,-1548.75,971.25,-106.4,12.16,-261.44
4185.7454,314.577,-213.561,959.408,2782.5,-568.75,2091.25,-97.28,10.64,-258.4
4185.7954,309.636,-184.952,962.885,2712.5,288.75,2660.0,-97.28,10.64,-253.84
4185.8454,307.562,-188.063,969.107,525.0,-2388.75,2362.5,-94.24,22.8,-264.48
4185.8954,307.135,-182.146,966.545,1128.75,-2283.75,367.5,-101.84,19.76,-269.04
4185.9454,311.222,-173.972,973.072,-682.5,-3990.0,-875.0,-95.76,13.68,-256.88
4185.9954,310.978,-169.946,962.641,-1391.25,-1391.25,455.0,-76.0,12.16,-264.48
4186.0454,304.512,-185.196,968.07,-1776.25,-743.75,2301.25,-94.24,1.52,-252.32
4186.0954,295.667,-179.584,964.654,236.25,-551.25,2222.5,-104.88,18.24,-249.28
4186.1454,290.726,-169.702,975.695,-1067.5,-1907.5,-2537.5,-107.92,16.72,-267.52
4186.1954,296.338,-195.017,976.488,-3325.0,-1776.25,-988.75,-92.72,18.24,-256.88
4186.2454,276.147,-155.245,976.244,-446.25,140.0,-315.0,-101.84,7.6,-267.52
4186.2954,280.173,-167.506,977.098,-5118.75,-4340.0,-665.0,-100.32,15.2,-266.0
4186.3454,295.057,-205.204,961.604,-3753.75,-3508.75,1925.0,-94.24,12.16,-270.56
4186.3954,294.142,-186.782,967.887,-236.25,-2423.75,3911.25,-103.36,4.56,-278.16
4186.4454,280.539,-190.93,973.194,-1365.0,-3167.5,3876.25,-85.12,13.68,-273.6
4186.4954,291.031,-196.359,977.281,-332.5,-4462.5,3220.0,-94.24,10.64,-267.52
4186.5454,273.707,-198.982,979.111,1198.75,-4208.75,2458.75,-104.88,3.04,-258.4
4186.5954,290.604,-195.2,971.974,2336.25,-7253.75,315.0,-86.64,15.2,-267.52
4186.6454,287.737,-160.064,962.763,-52.5,-5547.5,26.25,-88.16,24.32,-264.48
4186.6954,292.678,-176.412,975.329,-700.0,-5241.25,1767.5,-94.24,6.08,-261.44
4186.7454,278.953,-167.506,970.022,-953.75,-4567.5,3325.0,-101.84,15.2,-264.48
4186.7954,284.016,-173.301,975.512,-2633.75,-5862.5,1986.25,-85.12,27.36,-269.04
4186.8454,289.14,-183.915,969.473,-3412.5,-4016.25,2205.0,-88.16,1.52,-272.08
4186.8954,289.994,-195.566,974.963,-402.5,-7376.25,1645.0,-98.8,-9.12,-247.76
4186.9454,304.939,-172.386,969.9,-857.5,-4191.25,1636.25,-86.64,13.68,-270.56
4186.9954,270.718,-182.146,975.939,-2660.0,-6991.25,-87.5,-104.88,24.32,-270.56
4187.0454,308.355,-186.233,966.728,-1382.5,-3867.5,315.0,-103.36,21.28,-272.08
4187.0954,280.173,-179.706,973.865,-577.5,-4077.5,682.5,-91.2,15.2,-258.4
4187.1454,302.011,-170.129,968.375,-1750.0,-4628.75,-183.75,-91.2,9.12,-273.6
4187.1954,286.151,-173.118,969.534,-3228.75,-3500.0,201.25,-91.2,22.8,-275.12
4187.2454,280.051,-192.699,971.425,-3001.25,-6168.75,2248.75,-91.2,16.72,-264.48
4187.2954,299.754,-187.209,970.632,-1461.25,-6833.75,2353.75,-88.16,6.08,-253.84
4187.3454,301.096,-184.464,966.24,-2108.75,-5591.25,1671.25,-100.32,-3.04,-253.84
4187.3954,289.506,-196.908,970.754,-1872.5,-5582.5,848.75,-89.68,1.52,-249.28
4187.4454,293.532,-184.952,965.874,-1435.0,-6160.0,402.5,-95.76,18.24,-250.8
4187.4954,297.802,-186.355,964.227,-2310.0,-6737.5,140.0,-103.36,4.56,-276.64
4187.5454,308.05,-182.39,958.066,-2712.5,-5145.0,638.75,-94.24,1.52,-256.88
4187.5954,311.405,-199.226,965.63,-883.75,-3622.5,350.0,-95.76,12.16,-255.36
4187.6454,285.846,-176.656,969.656,-2485.0,-3255.0,-17.5,-89.68,13.68,-250.8
4187.6954,295.789,-193.736,972.462,-918.75,-5766.25,411.25,-104.88,16.72,-259.92
4187.7454,304.695,-177.815,968.985,-1750.0,-3736.25,367.5,-94.24,27.36,-262.96
4187.7954,285.785,-191.601,971.425,-2152.5,-6037.5,875.0,-104.88,16.72,-264.48
4187.8454,310.612,-187.026,965.874,-1058.75,-5652.5,1242.5,-110.96,7.6,-262.96
4187.8954,294.813,-189.283,968.985,-3123.75,-3360.0,1155.0,-115.52,16.72,-264.48
4187.9454,294.813,-202.032,966.362,-70.0,-4838.75,1242.5,-86.64,16.72,-258.4
4187.9954,303.109,-177.937,966.179,-568.75,-3290.0,-857.5,-101.84,22.8,-259.92
4188.0454,276.879,-195.2,972.889,-2590.0,-3071.25,-1513.75,-115.52,18.24,-262.96
4188.0954,281.454,-193.004,972.523,-586.25,-4357.5,-665.0,-82.08,19.76,-281.2
