TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
1917.9324,832.955,-158.112,599.935,-1382.5,-4585.0,700.0,-156.56,-270.56,-258.4
1917.9824,827.587,-155.245,596.031,-1662.5,-4768.75,787.5,-155.04,-259.92,-264.48
1918.0324,830.637,-161.04,597.434,-1417.5,-5075.0,218.75,-152.0,-266.0,-275.12
1918.0824,835.639,-156.587,603.473,-1662.5,-4663.75,551.25,-148.96,-255.36,-261.44
1918.1324,832.955,-158.356,601.582,-1627.5,-4366.25,332.5,-152.0,-238.64,-275.12
1918.1824,833.992,-158.783,600.85,-1828.75,-4602.5,813.75,-142.88,-258.4,-267.52
1918.2324,832.833,-160.43,601.887,-1400.0,-4803.75,437.5,-153.52,-266.0,-272.08
1918.2824,831.125,-157.38,599.142,-1382.5,-4698.75,393.75,-155.04,-272.08,-279.68
1918.3324,832.65,-158.6,598.044,-1513.75,-4523.75,402.5,-158.08,-261.44,-258.4
1918.3824,831.796,-158.539,600.057,-1417.5,-4751.25,612.5,-147.44,-243.2,-275.12
1918.4324,834.48,-160.186,600.423,-1391.25,-4838.75,656.25,-148.96,-250.8,-270.56
1918.4824,834.48,-158.234,598.959,-1540.0,-4707.5,621.25,-141.36,-264.48,-282.72
1918.5324,834.053,-158.661,602.314,-1662.5,-4663.75,490.0,-147.44,-259.92,-279.68
1918.5824,832.711,-157.197,600.423,-1592.5,-4471.25,560.0,-150.48,-255.36,-267.52
1918.6324,832.04,-159.088,602.314,-1531.25,-4795.0,630.0,-164.16,-241.68,-270.56
1918.6824,833.016,-159.393,600.179,-1513.75,-4777.5,542.5,-147.44,-249.28,-270.56
1918.7324,833.87,-156.709,599.996,-1443.75,-4812.5,385.0,-135.28,-249.28,-276.64
1918.7824,832.406,-156.77,599.142,-1470.0,-4891.25,560.0,-139.84,-253.84,-282.72
1918.8324,833.199,-159.21,600.545,-1540.0,-4742.5,761.25,-142.88,-252.32,-262.96
1918.8824,834.968,-159.21,600.24,-1373.75,-4602.5,787.5,-152.0,-266.0,-272.08
1918.9324,832.223,-159.454,601.155,-1557.5,-4698.75,428.75,-144.4,-252.32,-273.6
1918.9824,834.663,-158.295,602.68,-1566.25,-4453.75,341.25,-141.36,-255.36,-261.44
1919.0324,832.955,-158.539,599.874,-1618.75,-4655.0,358.75,-148.96,-252.32,-256.88
1919.0824,831.369,-157.624,601.216,-1470.0,-4515.0,612.5,-161.12,-267.52,-276.64
1919.1324,833.199,-160.613,600.301,-1470.0,-4698.75,735.0,-148.96,-266.0,-269.04
1919.1824,832.528,-160.552,599.325,-1426.25,-5197.5,358.75,-145.92,-264.48,-269.04
