TimeStamp,Code
1586.8624,sw_6
1592.2443,sw_9
1596.2713,sw_14
1600.2601,sw_63
1604.3207,sw_9
1608.3084,sw_14
1612.3262,sw_63
1616.3718,sw_9
1620.3842,sw_14
1620.4838,sw_6
